ID;Edad;Estado_civil;Genero;Zona_geografica;Ingreso;Numero_entidades_sbs;Tenencia_Saldo_rcc;Tenencia_prestamos_rcc;Tenencia_hipotecario_rcc;Saldo_tc_rcc;Saldo_prestamo_rcc;Saldo_hipotecario_rcc;deuda_rcc;Tenencia_TC_rcc;Nro_bancos_tc_saldo;Cantidad_productos_rcc;Nro_bancos_pld;Nro_productos_activo_E1;Nro_productos_activo_E2;Nro_productos_activo_E3;Nro_productos_activo_E4;Nro_productos_activo_rcc;Antiguedad_cliente;Tenencia_ahorros;Tenencia_cts;Tenencia_depo_plazo;Tenencia_FFMM;Saldo_vehicular_prom;Saldo_hipot_prom;Flg_transacc_atm_3m;Flg_transacc_ventanilla_3m;Flg_transacc_bca_internet_3m;Flg_transacc_bca_telef_3m;Flg_ph;Antiguedad_ph;Antiguedad_ahorros;Antiguedad_depo_plazo;Antiguedad_cts;Antiguedad_pasivos;Nro_productos_pasivos;Antiguedad_pld;Antiguedad_activos;Nro_meses_rcc;Tenencia_ahorros_6m;Tenencia_depo_plazo_6m;Tenencia_cts_6m;Tenencia_FFMM_6m;Nro_meses_visitaOficina_5M;cant_vecesvisitaoficina_5m;Target_mora
9158;53;Casado;Femenino;NORTE;500;3;1;0;1;0;0;0;50198;1;2;1;0;1;0;0;0;1;182;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;44;1;0;39;98;0;0;0;0;2;2;CON ATRASO
9159;32;Soltero;Femenino;LIMA MODERNA;9500;3;1;1;0;0;0;0;0;1;2;2;1;1;1;0;0;2;78;1;0;0;0;0;0;1;0;1;0;0;0;18;0;0;18;1;8;8;84;1;0;1;0;1;1;SIN ATRASO
9160;51;Casado;Masculino;NORTE;2000;6;1;1;1;0;0;0;0;1;5;3;1;2;0;1;1;3;228;1;0;0;0;0;0;0;1;0;0;0;0;104;0;0;104;1;0;67;96;1;0;0;0;5;8;SIN ATRASO
9161;26;Soltero;Masculino;LIMA ESTE;10500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1;0;0;0;0;0;0;0;0;0;0;0;50;0;0;50;1;0;0;41;1;0;0;0;0;0;SIN ATRASO
9162;57;Casado;Femenino;LIMA CENTRO;1500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;58;1;0;0;0;0;0;0;0;0;0;0;0;58;0;0;58;1;0;0;95;1;0;0;0;1;1;SIN ATRASO
9163;58;Casado;Femenino;LIMA MODERNA;32000;4;1;1;0;1452;222;0;16744;1;4;2;1;2;0;1;1;2;65;1;0;0;0;0;0;1;1;0;0;0;0;55;0;0;55;1;30;30;40;1;0;0;0;5;7;CON ATRASO
9164;53;Casado;Masculino;LIMA MODERNA;1000;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;110;1;1;0;0;0;0;1;0;0;0;1;71;110;0;55;110;2;0;0;95;1;0;1;1;2;5;SIN ATRASO
9165;55;Casado;Masculino;LIMA NORTE;12500;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;164;0;1;0;0;0;0;0;0;0;0;0;0;80;0;168;168;2;0;0;96;1;0;1;0;0;0;SIN ATRASO
9166;46;Soltero;Masculino;LIMA MODERNA;11000;5;1;0;1;0;0;0;0;1;4;2;0;0;1;1;1;2;108;1;1;0;1;0;0;1;1;1;0;1;53;108;0;28;108;2;0;0;98;1;1;1;1;1;2;SIN ATRASO
9167;60;Soltero;Femenino;LIMA MODERNA;500;6;1;1;0;0;0;0;0;1;6;2;3;2;2;2;0;2;220;0;0;0;0;0;0;0;1;0;0;0;0;43;0;0;43;1;43;43;95;1;0;0;0;1;1;SIN ATRASO
9168;81;Casado;Masculino;LIMA MODERNA;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;SIN ATRASO
9169;77;Otro;Femenino;LIMA MODERNA;1500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;305;1;0;1;1;0;0;0;0;0;0;0;0;97;151;0;151;2;0;0;63;1;1;0;1;0;0;SIN ATRASO
9170;43;Casado;Masculino;LIMA PROVINCIA;3000;4;1;1;0;0;0;0;0;1;4;2;1;1;0;2;0;2;127;0;0;0;0;0;0;0;1;1;0;0;0;127;0;0;127;1;0;0;96;0;0;0;0;5;7;CON ATRASO
9171;57;Soltero;Masculino;SIERRA CENTRAL;9000;4;0;1;0;0;0;0;0;1;4;2;1;1;0;2;1;2;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;SIN ATRASO
9172;47;Soltero;Femenino;LIMA MODERNA;2000;3;1;0;0;0;0;0;0;1;3;1;0;0;0;1;0;1;173;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;98;1;0;0;0;4;7;SIN ATRASO
9173;55;Otro;Femenino;LIMA MODERNA;7500;2;1;0;1;0;0;0;0;1;2;2;0;2;0;0;0;2;124;1;0;0;0;0;0;1;0;0;0;0;0;80;0;0;80;1;0;57;95;1;1;0;1;0;0;SIN ATRASO
9174;67;Casado;Masculino;LIMA MODERNA;1000;5;1;0;0;0;0;0;0;1;5;1;0;1;1;0;1;1;154;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;1;1;SIN ATRASO
9175;65;Casado;Masculino;NORTE;4500;5;1;0;1;0;0;0;0;1;4;2;0;1;0;1;0;2;185;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;184;1;0;0;96;0;0;0;0;0;0;SIN ATRASO
9176;45;Casado;Masculino;SUR;21000;3;1;0;1;0;0;0;0;1;3;1;0;0;0;0;1;1;225;1;0;0;0;0;0;0;0;1;0;0;0;29;0;0;29;1;0;0;96;1;0;0;0;0;0;SIN ATRASO
9177;45;Soltero;Femenino;NORTE;500;1;1;0;1;0;0;0;0;1;1;2;0;2;0;0;0;2;194;1;0;0;0;0;0;1;1;0;0;0;0;154;0;0;154;1;0;97;97;1;0;1;0;3;4;SIN ATRASO
9178;54;Casado;Masculino;LIMA MODERNA;12000;6;1;1;1;0;0;0;0;1;5;3;2;1;1;1;3;3;180;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;3;3;SIN ATRASO
9179;68;Soltero;Masculino;LIMA MODERNA;11500;8;1;0;0;0;0;0;0;1;8;1;0;1;1;1;0;1;118;1;1;0;0;0;0;1;1;1;0;1;75;118;0;118;118;2;0;0;99;1;0;1;0;1;2;SIN ATRASO
9180;37;Casado;Femenino;NORTE;13500;2;1;1;0;0;0;0;0;1;2;2;1;1;0;0;0;2;136;0;0;0;0;0;0;0;1;0;0;0;0;58;0;0;58;1;0;0;95;0;0;0;0;2;2;CON ATRASO
9181;51;Casado;Masculino;ORIENTE;500;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;233;0;0;0;0;0;0;0;1;0;0;0;0;91;0;0;91;1;33;69;95;1;0;1;0;3;3;SIN ATRASO
9182;33;Soltero;Masculino;LIMA ESTE;1000;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;1;0;0;0;0;0;1;1;0;0;0;0;30;0;0;30;1;0;0;61;1;0;1;0;3;4;SIN ATRASO
9183;35;Soltero;Femenino;LIMA MODERNA;4500;3;0;0;1;0;0;0;0;1;2;2;0;1;0;0;0;2;147;1;1;0;0;0;0;1;1;1;0;0;0;94;0;92;94;2;0;61;96;1;1;1;0;4;4;SIN ATRASO
9184;54;Soltero;Femenino;LIMA MODERNA;1000;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;232;1;0;0;0;0;0;0;1;0;0;0;0;232;0;0;232;1;0;0;99;1;0;1;0;3;5;SIN ATRASO
9185;58;Soltero;Femenino;SUR;7000;5;1;1;0;0;0;0;0;1;5;2;1;1;0;1;1;2;89;1;0;0;1;0;0;1;1;1;0;1;72;89;0;0;89;1;0;0;96;1;0;1;1;3;3;SIN ATRASO
9186;42;Soltero;Masculino;LIMA MODERNA;2000;4;1;1;0;0;0;0;0;1;3;3;1;0;0;1;3;3;181;0;0;0;0;0;0;0;1;0;0;0;0;97;0;0;97;1;0;0;99;0;0;0;0;2;2;SIN ATRASO
9187;56;Soltero;Masculino;LIMA MODERNA;7500;3;1;1;1;0;0;0;0;1;3;3;2;3;2;0;0;3;94;1;0;0;1;0;223189;0;1;1;0;0;0;94;0;0;94;1;12;12;98;1;0;1;1;4;5;SIN ATRASO
9188;45;Casado;Masculino;NORTE;3000;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;1;1;SIN ATRASO
9189;56;Casado;Masculino;CENTRO;2000;3;1;1;0;0;0;0;0;1;3;2;1;0;0;1;2;2;83;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;82;1;0;0;86;0;0;0;0;1;1;SIN ATRASO
9190;51;Casado;Masculino;LIMA MODERNA;3500;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;132;1;0;0;0;0;0;0;1;0;0;0;0;64;0;0;64;1;0;64;59;1;0;0;0;4;4;SIN ATRASO
9191;30;Soltero;Femenino;LIMA MODERNA;6000;1;1;1;0;0;0;0;0;1;1;2;1;2;0;0;0;2;101;1;0;0;0;0;0;1;1;1;1;1;74;101;0;0;101;1;32;32;86;1;0;1;1;3;4;SIN ATRASO
9192;58;Soltero;Femenino;LIMA CENTRO;2000;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;14;1;0;0;1;0;0;1;1;0;0;0;0;14;0;0;14;1;0;0;12;1;0;0;1;5;6;SIN ATRASO
9193;76;Casado;Masculino;LIMA CENTRO;1500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;208;1;0;0;0;0;0;0;0;0;0;0;0;206;0;0;206;1;0;0;74;1;0;0;0;0;0;SIN ATRASO
9194;35;Casado;Masculino;LIMA MODERNA;19500;5;1;0;1;0;0;0;0;1;4;2;0;2;1;0;1;2;145;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;9;1;0;9;99;1;0;0;0;0;0;SIN ATRASO
9195;34;Casado;Masculino;LIMA MODERNA;9000;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;60;1;0;0;0;0;0;0;0;1;0;0;0;60;0;0;60;1;0;59;97;1;0;0;0;1;1;SIN ATRASO
9196;69;Soltero;Femenino;LIMA MODERNA;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;173;1;0;0;1;0;0;1;0;0;0;0;0;139;0;0;139;1;0;0;0;1;0;0;1;1;2;SIN ATRASO
9197;48;Soltero;Masculino;LIMA MODERNA;2500;7;1;0;1;0;0;0;0;1;7;2;0;2;1;1;1;2;140;1;0;0;0;0;0;0;0;1;0;0;0;28;0;0;28;1;0;23;95;1;0;0;0;1;1;SIN ATRASO
9198;56;Casado;Masculino;LIMA MODERNA;4000;5;1;0;1;0;0;0;0;1;5;2;0;0;1;1;2;2;276;1;0;0;0;0;0;1;0;0;0;0;0;18;0;0;18;1;0;0;98;1;0;0;0;0;0;CON ATRASO
9199;36;Soltero;Femenino;NORTE;500;3;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;24;1;0;0;0;0;0;0;1;0;0;0;0;24;0;0;24;1;0;0;35;1;0;0;0;5;11;SIN ATRASO
9200;52;Casado;Masculino;LIMA CENTRO;9000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;218;0;0;0;1;0;0;0;0;1;0;0;0;218;90;0;218;2;0;0;86;1;1;0;1;1;1;SIN ATRASO
9201;44;Casado;Masculino;NORTE;2000;2;0;0;1;0;0;0;0;1;1;2;0;1;0;0;0;2;186;0;0;0;0;0;0;0;1;0;0;0;0;39;0;0;39;1;0;39;85;0;0;0;0;5;5;SIN ATRASO
9202;42;Soltero;Masculino;CENTRO;500;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;165;1;0;0;0;0;0;0;1;0;0;0;0;139;0;0;139;1;0;9;99;1;0;1;1;4;5;SIN ATRASO
9203;39;Soltero;Masculino;ORIENTE;1500;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;0;0;1;0;0;0;0;0;0;0;0;25;0;0;25;1;0;0;61;1;0;0;1;0;0;SIN ATRASO
9204;74;Casado;Masculino;LIMA MODERNA;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;1;0;0;0;0;0;0;0;0;0;0;0;80;0;0;80;1;0;0;12;1;0;0;0;0;0;SIN ATRASO
9205;35;Soltero;Masculino;LIMA NORTE;0;4;1;1;0;0;0;0;0;1;3;2;1;1;1;0;1;2;91;1;0;0;0;0;0;0;1;1;1;0;0;91;0;0;91;1;11;11;72;1;0;0;0;4;6;SIN ATRASO
9206;41;Casado;Masculino;LIMA CENTRO;7000;4;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;228;1;0;0;0;0;0;0;1;1;1;0;0;77;0;0;77;1;0;0;84;1;0;0;1;4;5;SIN ATRASO
9207;53;Casado;Femenino;LIMA MODERNA;1000;4;1;1;1;0;0;0;0;1;3;2;1;2;0;0;0;2;124;1;0;0;0;0;585367;0;0;0;0;0;0;121;0;0;121;1;0;7;97;1;0;1;0;1;1;SIN ATRASO
9208;45;Casado;Masculino;LIMA MODERNA;500;6;1;0;1;0;0;0;0;1;6;2;0;2;1;1;0;2;74;1;0;0;0;0;0;1;1;1;1;0;0;74;0;0;74;1;0;59;97;1;0;0;0;5;9;SIN ATRASO
9209;69;Casado;Femenino;LIMA MODERNA;500;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;SIN ATRASO
9210;74;Casado;Femenino;LIMA MODERNA;2000;4;1;0;0;0;0;0;0;1;4;1;0;1;1;0;0;1;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;SIN ATRASO
9211;72;Casado;Masculino;LIMA MODERNA;4000;2;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;227;1;0;0;1;0;0;0;1;1;0;0;0;94;6;0;94;2;0;0;95;1;1;0;1;5;5;SIN ATRASO
9212;36;Soltero;Femenino;LIMA MODERNA;11500;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;141;1;0;0;1;0;0;0;1;1;0;0;0;112;0;0;112;1;0;0;96;1;0;0;1;1;1;SIN ATRASO
9213;37;Soltero;Femenino;LIMA MODERNA;5000;3;1;1;1;0;0;0;0;1;2;3;1;1;1;0;2;3;44;1;0;0;0;0;289322;0;1;0;0;0;0;44;0;0;44;1;0;43;95;1;0;0;0;2;2;CON ATRASO
9214;58;Casado;Masculino;LIMA MODERNA;15000;7;1;0;0;0;0;0;0;1;6;1;0;1;0;1;1;1;228;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;4;4;SIN ATRASO
9215;62;Soltero;Masculino;ORIENTE;11500;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;238;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;213;1;0;0;99;0;0;0;0;0;0;CON ATRASO
9216;89;Soltero;Masculino;LIMA CENTRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;1;0;0;0;0;0;0;0;0;0;0;0;200;0;0;200;1;0;0;50;1;0;0;0;0;0;SIN ATRASO
9217;76;Casado;Masculino;LIMA MODERNA;5500;3;1;0;0;0;0;0;0;1;3;1;0;1;1;0;1;1;242;1;0;0;0;0;0;0;0;0;0;0;0;57;0;0;57;1;0;0;98;1;1;0;1;0;0;SIN ATRASO
9218;77;Casado;Masculino;LIMA SUR;11000;4;1;0;0;0;0;0;0;1;4;1;0;0;0;0;0;1;54;1;0;0;0;0;0;0;1;0;0;0;0;10;0;0;10;1;0;0;95;1;0;0;0;2;2;SIN ATRASO
9219;39;Casado;Femenino;LIMA MODERNA;1500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;221;1;0;0;0;0;0;1;0;0;0;0;0;90;0;0;90;1;0;0;98;1;0;0;1;2;2;SIN ATRASO
9220;50;Soltero;Masculino;SUR;12000;5;1;1;1;0;0;0;0;1;4;3;1;1;0;0;3;3;227;0;1;0;0;0;0;0;1;0;0;0;0;111;0;19;111;2;0;0;95;1;0;1;0;3;5;SIN ATRASO
9221;43;Casado;Masculino;LIMA MODERNA;11000;3;1;0;1;0;0;0;0;1;2;2;0;0;1;0;0;2;209;1;0;0;0;0;0;1;1;1;0;1;73;82;0;0;82;1;0;0;97;1;0;1;0;1;1;SIN ATRASO
9222;34;Soltero;Masculino;LIMA SUR;3000;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;176;0;0;0;0;0;0;0;1;1;0;0;0;116;0;0;116;1;0;0;97;0;0;0;0;5;6;SIN ATRASO
9223;67;Casado;Masculino;LIMA MODERNA;1000;6;1;0;0;0;0;0;0;1;6;1;0;1;0;0;1;1;240;1;0;0;0;0;0;1;1;0;0;0;0;103;0;0;103;1;0;0;99;1;1;0;0;3;3;SIN ATRASO
9224;36;Soltero;Masculino;SUR;7000;2;1;0;1;0;0;0;0;1;2;2;0;0;0;0;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;1;0;0;97;0;0;0;0;0;0;SIN ATRASO
9225;63;Casado;Masculino;NORTE;7000;5;1;1;0;0;0;0;0;1;5;1;0;1;0;0;0;1;213;1;0;1;1;0;0;1;1;0;0;0;0;213;210;0;213;2;6;6;17;1;1;0;1;5;54;CON ATRASO
9226;46;Soltero;Masculino;NORTE;4000;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;185;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;19;1;0;0;98;1;0;0;0;1;1;SIN ATRASO
9227;65;Casado;Masculino;LIMA MODERNA;3500;5;1;1;0;0;0;0;0;1;4;2;1;1;0;0;1;2;321;1;0;0;1;0;0;1;1;0;0;0;0;118;0;0;118;1;0;0;95;1;0;0;1;5;10;SIN ATRASO
9228;79;Otro;Femenino;LIMA MODERNA;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;SIN ATRASO
9229;55;Soltero;Masculino;LIMA NORTE;2000;4;1;0;0;0;0;0;0;1;4;1;0;0;0;1;0;1;230;0;1;0;0;0;0;0;0;0;0;0;0;0;0;91;91;1;0;0;98;0;0;1;0;0;0;SIN ATRASO
9230;54;Casado;Masculino;LIMA MODERNA;4500;4;1;1;0;0;0;0;0;1;1;2;3;1;0;0;0;2;136;1;0;0;0;0;0;1;1;1;0;1;71;136;0;0;136;1;21;21;98;1;0;1;1;4;4;SIN ATRASO
9231;53;Casado;Masculino;LIMA MODERNA;10000;2;1;0;0;0;0;0;0;1;2;1;0;1;0;0;0;1;197;1;0;0;0;0;0;0;1;0;0;0;0;97;0;0;97;1;0;0;98;1;0;0;0;5;7;SIN ATRASO
9232;31;Soltero;Femenino;LIMA ESTE;24000;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;85;1;0;0;0;0;0;0;1;0;0;0;0;83;0;0;83;1;0;0;51;1;0;0;0;2;2;SIN ATRASO
9233;29;Soltero;Masculino;LIMA MODERNA;13000;2;1;0;1;0;0;0;0;1;1;3;0;2;0;0;0;3;35;0;0;0;0;0;0;0;1;0;0;0;0;30;0;0;30;1;0;30;29;0;0;0;0;5;5;CON ATRASO
9234;58;Casado;Masculino;LIMA MODERNA;500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;394;1;0;0;0;0;0;0;1;1;1;0;0;9;0;0;9;1;0;0;98;1;1;0;0;5;7;SIN ATRASO
9235;70;Casado;Femenino;CALLAO;500;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;270;1;0;1;0;0;0;0;0;0;0;0;0;37;18;0;37;2;0;0;95;1;1;0;0;0;0;SIN ATRASO
9236;40;Soltero;Masculino;NORTE;5000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;113;1;0;0;99;0;0;0;0;0;0;SIN ATRASO
9237;49;Casado;Femenino;SUR;2000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;260;1;0;0;1;0;0;0;0;0;0;0;0;97;0;0;97;1;0;0;60;1;0;0;1;0;0;SIN ATRASO
9238;91;Casado;Masculino;NORTE;2500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;57;1;0;0;0;0;0;1;1;0;0;0;0;57;0;0;57;1;0;0;98;1;0;0;0;3;7;SIN ATRASO
9239;40;Soltero;Masculino;LIMA MODERNA;3000;3;1;0;0;0;0;0;0;1;3;1;0;0;0;0;1;1;197;1;0;0;0;0;0;1;1;0;0;1;19;35;0;0;35;1;0;0;96;1;0;0;0;3;3;SIN ATRASO
9240;33;Soltero;Masculino;SUR;4000;6;1;0;1;0;0;0;0;1;5;2;0;1;0;0;1;2;147;1;0;0;0;0;0;0;1;0;0;0;0;41;0;147;147;2;0;41;98;1;0;1;0;4;4;SIN ATRASO
9241;44;Soltero;Femenino;LIMA MODERNA;13000;7;1;0;1;0;0;0;0;1;7;2;0;2;2;1;2;2;203;1;0;0;0;0;0;0;1;0;0;0;0;58;0;0;58;1;0;56;95;1;0;1;0;4;7;SIN ATRASO
9242;38;Casado;Masculino;LIMA MODERNA;8500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;1;0;1;165;1;0;0;0;0;0;1;1;1;1;0;0;124;0;0;124;1;0;0;96;1;0;0;0;2;3;SIN ATRASO
9243;63;Casado;Masculino;NORTE;500;9;1;0;1;0;0;0;0;1;7;2;0;1;0;1;1;2;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;1;1;SIN ATRASO
9244;41;Casado;Masculino;LIMA ESTE;5000;3;1;1;1;0;0;0;0;1;2;2;1;1;0;0;0;2;47;1;0;0;0;0;0;1;1;1;1;0;0;35;0;0;35;1;0;34;33;1;0;0;0;5;11;SIN ATRASO
9245;39;Soltero;Masculino;LIMA MODERNA;9500;5;1;0;0;0;0;0;0;1;5;1;0;1;1;0;1;1;71;1;1;0;0;0;0;1;0;1;0;0;0;71;0;65;71;2;0;0;99;1;0;1;0;1;1;CON ATRASO
9246;57;Soltero;Femenino;LIMA CENTRO;4000;7;1;1;0;0;0;0;0;1;7;2;1;1;0;2;0;2;285;1;0;0;0;0;0;1;1;0;0;1;75;285;0;0;285;1;0;0;99;1;0;0;0;2;2;SIN ATRASO
9247;33;Soltero;Femenino;LIMA MODERNA;14500;5;1;1;0;1003;0;0;0;1;3;3;2;2;0;1;0;3;126;0;0;0;0;0;0;1;1;0;0;0;0;9;0;0;9;1;3;3;99;1;0;1;0;3;5;CON ATRASO
9248;54;Soltero;Femenino;LIMA MODERNA;9000;3;0;0;1;0;0;619;0;1;1;2;0;1;0;0;1;2;301;1;0;0;0;0;0;0;1;0;0;0;0;111;0;0;111;1;0;59;98;1;0;0;0;3;3;CON ATRASO
9249;59;Soltero;Masculino;NORTE;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;1;0;0;0;0;0;0;0;0;0;0;0;122;0;0;122;1;0;0;84;1;0;0;1;0;0;SIN ATRASO
9250;36;Soltero;Masculino;SUR;4000;1;1;0;1;0;0;0;0;1;1;2;0;0;0;2;0;2;117;1;0;0;0;0;0;0;0;0;0;0;0;82;0;0;82;1;0;0;34;1;0;0;0;0;0;SIN ATRASO
9251;49;Casado;Masculino;LIMA MODERNA;2500;3;1;0;0;0;0;0;0;1;3;1;0;0;1;0;1;1;211;1;0;1;0;0;0;1;1;0;0;0;0;125;112;0;125;2;0;0;97;1;1;0;1;2;3;SIN ATRASO
9252;41;Soltero;Masculino;LIMA MODERNA;500;2;1;0;0;0;0;0;0;1;2;2;0;0;0;0;2;2;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;SIN ATRASO
9253;55;Soltero;Masculino;ORIENTE;3000;3;1;1;0;0;0;0;0;1;2;2;1;0;1;1;1;2;225;1;0;0;1;0;0;0;0;0;0;0;0;92;0;0;92;1;0;0;95;1;0;1;1;0;0;SIN ATRASO
9254;69;Soltero;Femenino;LIMA MODERNA;50000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;106;1;0;0;1;0;0;0;0;0;0;0;0;106;0;0;106;1;0;0;33;1;0;0;1;0;0;SIN ATRASO
9255;42;Casado;Masculino;NORTE;500;6;1;0;1;0;0;0;0;1;5;1;0;1;0;1;1;1;234;0;0;0;0;0;0;0;1;0;1;0;0;142;0;0;142;1;0;0;96;0;0;0;0;4;8;CON ATRASO
9256;60;Casado;Masculino;LIMA MODERNA;4500;4;1;0;0;0;0;0;0;1;4;1;0;0;0;0;1;1;228;1;0;1;0;0;0;0;0;0;0;0;0;41;0;0;41;2;0;0;96;1;1;0;0;0;0;CON ATRASO
9257;52;Soltero;Masculino;LIMA MODERNA;1500;5;1;0;1;0;0;211;0;1;2;2;0;2;0;0;0;2;231;0;0;0;0;0;0;0;1;0;0;0;0;120;0;0;120;1;0;81;99;0;0;0;0;5;8;CON ATRASO
9258;32;Soltero;Femenino;LIMA MODERNA;3000;2;1;0;0;0;0;0;0;1;2;1;0;1;0;1;0;1;32;1;0;1;0;0;0;1;0;0;0;0;0;32;32;0;32;2;0;0;38;1;1;0;0;0;0;SIN ATRASO
9259;64;Soltero;Masculino;LIMA NORTE;1000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;219;1;0;0;0;0;0;0;0;0;0;0;0;219;0;0;219;1;0;0;95;1;0;1;0;1;1;SIN ATRASO
9260;61;Soltero;Femenino;LIMA MODERNA;12500;4;0;0;1;0;0;0;0;1;4;2;0;2;0;0;0;2;202;1;0;0;0;0;0;0;1;0;0;0;0;68;0;0;68;1;0;67;83;1;1;1;1;1;1;SIN ATRASO
9261;66;Soltero;Femenino;LIMA MODERNA;14500;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;246;1;0;0;1;0;0;0;0;0;0;0;0;52;0;0;52;1;0;0;98;1;0;0;1;1;1;SIN ATRASO
9262;32;Casado;Femenino;NORTE;6000;2;1;1;0;0;0;0;0;1;1;2;1;0;0;0;1;2;6;1;0;0;0;0;0;1;0;1;0;0;0;6;0;0;6;1;0;0;72;1;0;0;0;0;0;SIN ATRASO
9263;45;Soltero;Masculino;LIMA ESTE;12000;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;1;1;229;0;0;0;0;0;0;0;1;0;1;0;0;46;0;0;46;1;0;0;98;0;0;0;0;5;7;SIN ATRASO
9264;62;Casado;Masculino;NORTE;17000;3;1;0;0;0;0;0;0;1;2;1;0;0;0;0;1;1;215;1;0;0;0;0;0;1;1;0;0;1;74;86;0;0;86;1;0;0;98;1;0;0;0;5;6;SIN ATRASO
9265;46;Soltero;Masculino;LIMA PROVINCIA;5000;1;0;1;0;0;0;0;0;1;1;3;1;3;0;0;0;3;102;1;1;0;0;0;0;1;1;1;0;1;56;26;0;17;26;2;11;11;41;1;0;1;0;2;2;SIN ATRASO
9266;54;Soltero;Masculino;CENTRO;2000;4;1;1;0;0;0;0;0;1;3;2;1;0;0;0;1;2;82;1;0;0;0;0;0;1;0;0;0;0;0;82;0;0;82;1;0;0;86;1;0;0;0;0;0;SIN ATRASO
